market,status,country_code,funding_rounds,founded_at,first_funding_at,last_funding_at,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,total_investment,years_to_first_funding
 Mobile ,operating,USA,3.0,2011-08-01,2011-07-20,2014-02-05,0,0,0,0,0,0,0,0,1150050.0,-0.03287671232876712
 Education ,operating,USA,2.0,2013-05-10,2013-03-01,2014-06-24,0,0,0,0,0,0,0,0,784000.0,-0.1917808219178082
 All Markets ,closed,USA,2.0,2007-06-01,2007-01-01,2009-01-21,1,0,0,0,0,0,0,0,3750000.0,-0.4136986301369863
 Consumer Goods ,operating,GBR,1.0,2014-09-01,2014-05-01,2014-05-01,0,0,0,0,0,0,0,0,80000.0,-0.336986301369863
 Legal ,operating,AUT,1.0,2012-01-01,2011-09-05,2011-09-05,0,0,0,0,0,0,0,0,21189.0,-0.3232876712328767
 Software ,operating,KOR,1.0,2013-08-01,2013-05-07,2013-05-07,0,0,0,0,0,0,0,0,45685.0,-0.2356164383561644
 Software ,operating,USA,5.0,2011-01-01,2009-10-15,2014-01-06,0,1,0,0,0,0,0,0,7588999.0,-1.2136986301369863
 Music ,operating,USA,2.0,2011-01-01,2007-06-18,2013-07-26,0,0,1,0,0,0,0,0,2157896.0,-3.5424657534246577
 Development Platforms ,operating,USA,4.0,2012-04-01,2011-12-19,2014-05-22,0,0,0,0,0,0,0,0,3615400.0,-0.28493150684931506
 Automotive ,acquired,USA,2.0,2011-02-23,2011-02-01,2012-03-01,0,1,0,0,0,0,0,0,9000000.0,-0.06027397260273973
 Entertainment ,operating,USA,4.0,2008-03-01,2008-01-01,2010-06-07,0,0,0,0,0,0,0,0,1100000.0,-0.1643835616438356
 Hardware ,operating,USA,1.0,2012-11-22,2012-07-08,2012-07-08,0,0,0,0,0,0,0,0,89003.0,-0.37534246575342467
 Finance ,operating,USA,2.0,2013-11-01,2013-03-01,2014-09-01,0,0,0,0,0,0,0,0,1885000.0,-0.6712328767123288
 Tablets ,operating,USA,3.0,2013-06-01,2013-05-31,2014-05-21,0,0,0,0,0,0,0,0,385000.0,-0.0027397260273972603
 Social Media ,closed,DEU,1.0,2006-07-01,2006-03-21,2006-03-21,0,0,0,0,0,0,0,0,242880.0,-0.27945205479452057
 Education ,operating,USA,1.0,2008-11-01,2008-01-01,2008-01-01,0,0,0,0,0,0,0,0,1270000.0,-0.8356164383561644
 Advertising Exchanges ,operating,USA,5.0,2008-05-01,2007-06-01,2013-01-17,1,1,1,1,1,0,0,0,75511200.0,-0.9178082191780822
 Social Media ,closed,ARG,1.0,2012-03-01,2012-01-01,2012-01-01,1,0,0,0,0,0,0,0,1000000.0,-0.1643835616438356
 Analytics ,acquired,USA,7.0,2005-01-01,2003-09-16,2013-08-13,1,1,1,1,1,0,0,0,103100000.0,-1.295890410958904
 Software ,operating,USA,5.0,2010-01-01,2009-12-15,2014-05-05,1,1,0,0,0,0,0,0,88200000.0,-0.04657534246575343
 E-Commerce ,closed,USA,4.0,2010-01-01,2009-10-25,2010-10-10,0,0,0,0,0,0,0,0,1475000.0,-0.1863013698630137
 Software ,operating,AUT,3.0,2012-02-10,2010-07-01,2014-04-02,1,1,0,0,0,0,0,0,4839577.0,-1.6136986301369862
 Games ,operating,USA,2.0,2010-05-01,2010-01-01,2010-09-01,0,0,0,0,0,0,0,0,1015000.0,-0.3287671232876712
 Search ,acquired,USA,3.0,2006-10-01,2006-01-01,2010-03-08,1,0,0,0,0,0,0,0,7500000.0,-0.7479452054794521
 Peer-to-Peer ,operating,USA,3.0,2013-11-23,2013-11-13,2014-10-21,1,0,0,0,0,0,0,0,17400000.0,-0.0273972602739726
 Mobile Payments ,operating,DEU,3.0,2011-03-01,2011-02-01,2014-10-14,1,1,0,0,0,0,0,0,14403910.0,-0.07671232876712329
 Opinions ,operating,ESP,2.0,2012-12-11,2012-10-01,2014-01-21,0,0,0,0,0,0,0,0,51464.0,-0.19452054794520549
 Material Science ,operating,USA,6.0,2011-01-01,2009-04-24,2014-05-01,0,0,0,0,1,0,0,0,8906815.0,-1.6904109589041096
 Health Care ,operating,USA,8.0,2009-01-01,2008-05-15,2013-10-15,1,1,0,0,0,0,0,0,71988600.0,-0.6328767123287671
 QR Codes ,operating,ARG,1.0,2008-11-11,2008-11-09,2008-11-09,0,0,0,0,0,0,0,0,80000.0,-0.005479452054794521
 Games ,operating,CHN,3.0,2004-08-01,2004-01-01,2010-12-01,1,0,0,0,0,0,0,0,4265969.0,-0.5835616438356165
 Analytics ,operating,USA,6.0,2011-08-23,2011-02-01,2013-09-09,0,0,0,0,0,0,0,0,892000.0,-0.5561643835616439
 Home Owners ,operating,USA,1.0,2012-06-01,2011-08-12,2011-08-12,0,0,0,0,0,0,0,0,22000.0,-0.8054794520547945
 E-Commerce ,operating,CAN,2.0,2010-01-18,2008-01-01,2008-12-16,1,1,0,0,0,0,0,0,8486594.0,-2.0493150684931507
 Mobile ,operating,USA,4.0,2012-06-01,2011-03-01,2013-10-08,0,0,0,0,0,0,0,0,2500000.0,-1.2547945205479452
 Mobile ,operating,USA,2.0,2009-10-07,2009-10-04,2010-02-01,0,0,0,0,0,0,0,0,300000.0,-0.00821917808219178
 Security ,operating,USA,1.0,2013-11-01,2013-01-01,2013-01-01,0,0,0,0,0,0,0,0,2000000.0,-0.8328767123287671
 Developer APIs ,operating,USA,1.0,2013-09-01,2013-08-01,2013-08-01,0,0,0,0,0,0,0,0,50000.0,-0.08493150684931507
 Analytics ,operating,CAN,1.0,2009-11-11,2009-01-30,2009-01-30,0,0,0,0,0,0,0,0,500000.0,-0.7808219178082192
 Software ,operating,USA,2.0,2013-06-01,2013-03-01,2014-07-14,0,0,0,0,0,0,0,0,1055000.0,-0.25205479452054796
 E-Commerce ,operating,USA,4.0,2013-01-01,2011-03-03,2013-07-23,0,0,0,0,0,0,0,0,1872500.0,-1.8356164383561644
 Parenting ,closed,USA,1.0,2008-01-19,2008-01-17,2008-01-17,0,0,0,0,0,0,0,0,90000.0,-0.005479452054794521
 Advertising ,operating,USA,2.0,2013-03-16,2012-06-25,2014-01-01,0,0,0,0,0,0,0,0,2500000.0,-0.7232876712328767
 Software ,closed,TUR,1.0,2006-11-02,2006-01-01,2006-01-01,0,0,0,0,0,0,0,0,100000.0,-0.8356164383561644
 Curated Web ,operating,NLD,5.0,2012-05-15,2011-07-13,2013-11-04,0,0,0,0,0,0,0,0,357399.0,-0.8410958904109589
 Education ,operating,USA,4.0,2012-01-01,2011-12-01,2014-06-02,1,1,0,0,0,0,0,0,11700000.0,-0.08493150684931507
 Publishing ,operating,USA,1.0,2013-04-11,2012-11-12,2012-11-12,0,0,0,0,0,0,0,0,100000.0,-0.410958904109589
 Analytics ,operating,ITA,2.0,2013-07-04,2013-01-01,2013-08-25,0,0,0,0,0,0,0,0,140496.0,-0.5041095890410959
 Recruiting ,operating,USA,1.0,2013-11-01,2013-01-01,2013-01-01,0,0,0,0,0,0,0,0,150000.0,-0.8328767123287671
 Internet ,operating,USA,2.0,2009-10-15,2009-05-15,2011-03-23,0,0,0,0,0,0,0,0,4500000.0,-0.4191780821917808
 Mobile Payments ,operating,RUS,1.0,2012-05-01,2012-01-01,2012-01-01,0,0,0,0,0,0,0,0,1000000.0,-0.3315068493150685
 Social Media ,acquired,USA,3.0,2009-03-06,2009-01-15,2012-04-27,0,0,0,0,0,0,0,0,1310000.0,-0.136986301369863
 E-Commerce ,operating,USA,6.0,2005-04-01,2005-01-01,2014-09-09,1,1,0,1,0,0,0,0,40000000.0,-0.2465753424657534
 E-Commerce ,acquired,USA,3.0,2009-08-01,2009-01-01,2010-11-30,1,1,0,0,0,0,0,0,7750000.0,-0.5808219178082191
 Financial Services ,operating,USA,2.0,2013-04-01,2013-03-07,2014-08-20,0,0,0,0,0,0,0,0,550000.0,-0.0684931506849315
 Curated Web ,operating,FRA,4.0,2009-03-01,2008-06-01,2012-02-13,0,0,0,0,0,0,0,0,11877860.0,-0.7479452054794521
 Social Business ,operating,ITA,1.0,2013-10-11,2013-07-16,2013-07-16,0,0,0,0,0,0,0,0,32707.0,-0.23835616438356164
 Search ,operating,USA,5.0,2012-11-02,2006-08-01,2011-08-01,0,0,0,0,0,0,0,0,1825000.0,-6.260273972602739
 Professional Services ,operating,USA,1.0,2013-02-05,2012-10-25,2012-10-25,0,0,0,0,0,0,0,0,40000.0,-0.2821917808219178
 Social Media ,operating,GBR,3.0,2009-07-07,2009-07-01,2014-10-06,1,0,0,0,0,0,0,0,3799671.0,-0.01643835616438356
 Hardware + Software ,operating,USA,4.0,2012-02-15,2012-02-01,2014-04-25,1,1,0,0,0,0,0,0,14707000.0,-0.038356164383561646
 Mobile ,operating,USA,7.0,2007-01-01,2006-01-06,2014-06-13,1,0,0,0,0,0,0,0,11499293.0,-0.9863013698630136
 Innovation Engineering ,operating,USA,2.0,2013-01-01,2012-03-20,2014-05-15,0,1,0,0,0,0,0,0,19479335.0,-0.7863013698630137
 Security ,acquired,USA,1.0,2010-12-07,2009-03-31,2009-03-31,0,0,0,0,0,0,0,0,250000.0,-1.6876712328767123
 Publishing ,closed,USA,3.0,2005-01-01,2004-11-01,2007-06-01,0,0,1,0,0,0,0,0,9000000.0,-0.16712328767123288
 Biotechnology ,operating,USA,2.0,2010-11-01,2010-10-01,2014-04-02,0,0,0,0,0,0,0,0,2900000.0,-0.08493150684931507
 Events ,operating,ZAF,3.0,2009-01-01,2008-01-01,2011-02-14,1,0,0,0,0,0,0,0,1534000.0,-1.0027397260273974
 Pets ,operating,USA,1.0,2013-10-30,2013-09-05,2013-09-05,0,0,0,0,0,0,0,0,3000.0,-0.1506849315068493
 Curated Web ,closed,USA,1.0,2008-05-01,2007-12-01,2007-12-01,0,0,0,0,0,0,0,0,25000000.0,-0.41643835616438357
 Photo Sharing ,acquired,USA,2.0,2012-11-01,2012-03-11,2013-09-01,0,0,0,0,0,0,0,0,3500000.0,-0.6438356164383562
 Nonprofits ,operating,USA,1.0,2007-08-07,2007-01-10,2007-01-10,0,0,0,0,0,0,0,0,200000.0,-0.5726027397260274
 iPhone ,operating,USA,1.0,2012-01-01,2011-01-04,2011-01-04,0,0,0,0,0,0,0,0,100000.0,-0.9917808219178083
 Mobile ,operating,USA,2.0,2006-11-01,2006-06-01,2007-02-01,1,0,0,0,0,0,0,0,2060000.0,-0.4191780821917808
 Communities ,operating,GBR,2.0,2014-03-07,2013-04-28,2013-05-27,0,0,0,0,0,0,0,0,74000.0,-0.8575342465753425
 Photography ,operating,USA,6.0,2005-01-01,2004-04-01,2011-10-26,0,1,1,0,0,0,0,0,7807981.0,-0.7534246575342466
 All Students ,closed,USA,1.0,2011-06-30,2011-06-14,2011-06-14,0,0,0,0,0,0,0,0,40000.0,-0.043835616438356165
 Software ,closed,DEU,1.0,2008-08-02,2008-08-01,2008-08-01,0,0,0,0,0,0,0,0,15574.0,-0.0027397260273972603
 Games ,closed,USA,1.0,2007-06-01,2007-05-01,2007-05-01,0,0,0,0,0,0,0,0,100000.0,-0.08493150684931507
 Crowdsourcing ,closed,USA,1.0,2011-10-01,2011-08-01,2011-08-01,0,0,0,0,0,0,0,0,12000.0,-0.16712328767123288
 M2M ,operating,USA,2.0,2013-11-12,2008-07-21,2010-09-22,0,0,0,0,0,0,0,0,538000.0,-5.315068493150685
 Enterprise Software ,operating,NPL,1.0,2013-10-09,2011-10-09,2011-10-09,0,0,0,0,0,0,0,0,100000.0,-2.0027397260273974
 Crowdsourcing ,closed,MEX,1.0,2010-11-01,2010-10-01,2010-10-01,0,0,0,0,0,0,0,0,20000.0,-0.08493150684931507
 Messaging ,operating,USA,3.0,2006-11-01,2005-12-01,2012-02-23,1,1,0,0,0,0,0,0,18500000.0,-0.9178082191780822
 Photography ,operating,CHN,3.0,2010-10-12,2010-09-01,2013-08-01,0,1,0,0,0,0,0,0,18000000.0,-0.11232876712328767
 E-Commerce ,operating,USA,2.0,2012-07-15,2012-07-01,2012-07-15,0,0,0,0,0,0,0,0,400000.0,-0.038356164383561646
 Mobility ,operating,USA,1.0,2012-02-01,2012-01-05,2012-01-05,0,0,0,0,0,0,0,0,250000.0,-0.07397260273972603
 SaaS ,operating,USA,1.0,2008-09-01,2008-05-01,2008-05-01,0,0,0,0,0,0,0,0,900000.0,-0.336986301369863
 Video ,operating,USA,2.0,2008-04-22,2005-04-15,2007-10-01,0,0,0,0,0,0,0,0,300000.0,-3.021917808219178
 Photography ,operating,USA,3.0,2014-01-01,2012-11-01,2014-08-15,0,0,0,0,0,0,0,0,170000.0,-1.167123287671233
 Networking ,closed,USA,2.0,2008-01-01,2007-01-01,2011-04-25,1,0,0,0,0,0,0,0,2300000.0,-1.0
 Games ,operating,USA,4.0,2011-06-01,2011-04-01,2012-09-01,0,0,0,0,0,0,0,0,1375000.0,-0.16712328767123288
 Search ,operating,GBR,2.0,2010-01-01,2007-01-01,2008-06-14,1,0,0,0,0,0,0,0,5835986.0,-3.0027397260273974
 Big Data ,operating,LTU,2.0,2012-09-26,2012-01-01,2013-01-01,0,0,0,0,0,0,0,0,278336.0,-0.736986301369863
 Social Network Media ,closed,ARG,1.0,2012-11-12,2012-10-01,2012-10-01,0,0,0,0,0,0,0,0,50000.0,-0.11506849315068493
 Travel ,operating,USA,2.0,2012-09-10,2012-08-20,2012-12-20,0,0,0,0,0,0,0,0,62000.0,-0.057534246575342465
 Telecommunications ,operating,ITA,1.0,2008-01-01,2004-11-01,2004-11-01,0,0,0,0,0,0,0,0,8923600.0,-3.1671232876712327
 E-Commerce ,operating,KOR,1.0,2012-09-01,2012-08-27,2012-08-27,0,0,0,0,0,0,0,0,88109.0,-0.0136986301369863
 Online Reservations ,operating,USA,1.0,2011-12-01,2011-09-01,2011-09-01,0,0,0,0,0,0,0,0,10000.0,-0.2493150684931507
 Curated Web ,acquired,USA,4.0,2002-11-17,2002-11-01,2007-02-01,1,1,1,1,0,0,0,0,28300000.0,-0.043835616438356165
 Games ,acquired,USA,5.0,2004-09-30,2004-01-01,2013-04-25,1,1,1,0,0,0,0,0,37720000.0,-0.7479452054794521
 Clean Technology ,operating,BGR,3.0,2012-09-01,2012-07-31,2013-06-06,0,0,0,0,0,0,0,0,257810.0,-0.08767123287671233
 Usability ,operating,DEU,1.0,2012-10-01,2012-08-01,2012-08-01,0,0,0,0,0,0,0,0,122980.0,-0.16712328767123288
 Mobile ,operating,ARG,1.0,2013-12-07,2013-10-22,2013-10-22,0,0,0,0,0,0,0,0,100000.0,-0.12602739726027398
 SaaS ,operating,USA,1.0,2012-07-13,2012-03-01,2012-03-01,0,0,0,0,0,0,0,0,100000.0,-0.36712328767123287
 Biotechnology ,operating,GBR,9.0,2009-02-08,2009-02-01,2013-10-30,0,0,0,0,0,0,0,0,5444961.0,-0.019178082191780823
 Social Media ,operating,DEU,2.0,2011-04-06,2011-02-01,2012-11-01,0,0,0,0,0,0,0,0,161160.0,-0.17534246575342466
 Enterprise Software ,acquired,DNK,3.0,2009-03-01,2009-01-15,2011-02-10,1,0,0,0,0,0,0,0,4600000.0,-0.1232876712328767
 Mobile ,operating,USA,1.0,2012-01-01,2011-06-01,2011-06-01,0,0,0,0,0,0,0,0,2400000.0,-0.5863013698630137
 SMS ,operating,USA,1.0,2008-06-01,2008-05-28,2008-05-28,0,0,0,0,0,0,0,0,20000.0,-0.010958904109589041
 Surveys ,closed,ISR,2.0,2007-07-01,2007-01-01,2009-01-01,1,0,0,0,0,0,0,0,2000000.0,-0.4958904109589041
 Social Bookmarking ,operating,USA,1.0,2011-06-01,2011-04-01,2011-04-01,0,0,0,0,0,0,0,0,20000.0,-0.16712328767123288
 Advertising ,operating,IRL,3.0,2012-05-01,2012-02-01,2014-05-21,0,0,0,0,0,0,0,0,835199.0,-0.2465753424657534
 Sales and Marketing ,operating,USA,5.0,2011-11-30,2011-10-01,2014-04-09,0,0,0,0,0,0,0,0,975000.0,-0.1643835616438356
 Security ,operating,ISR,2.0,2012-02-15,2012-01-01,2013-07-18,0,1,0,0,0,0,0,0,2000000.0,-0.1232876712328767
 Enterprise Software ,operating,USA,1.0,2012-05-24,2012-05-01,2012-05-01,0,0,0,0,0,0,0,0,100000.0,-0.06301369863013699
 E-Commerce ,operating,USA,5.0,2012-05-01,2011-03-14,2014-02-18,1,1,0,0,0,0,0,0,23010000.0,-1.1342465753424658
 Analytics ,operating,USA,2.0,2012-02-01,2011-11-01,2012-05-31,0,0,0,0,0,0,0,0,610000.0,-0.25205479452054796
 Advertising ,operating,USA,2.0,2012-02-04,2012-01-01,2014-10-28,0,0,0,0,0,0,0,0,4000000.0,-0.09315068493150686
 Search ,acquired,USA,3.0,2006-10-01,2006-05-01,2007-06-01,1,0,0,0,0,0,0,0,22500000.0,-0.4191780821917808
 Software ,operating,USA,1.0,2014-08-29,2014-07-21,2014-07-21,0,0,0,0,0,0,0,0,30000.0,-0.10684931506849316
 Mobile ,operating,USA,3.0,2012-06-01,2012-01-01,2013-03-03,0,0,0,0,0,0,0,0,160000.0,-0.41643835616438357
 Big Data ,operating,USA,1.0,2011-01-16,2011-01-01,2011-01-01,0,0,0,0,0,0,0,0,100000.0,-0.0410958904109589
 Analytics ,operating,USA,3.0,2011-06-01,2010-01-28,2011-08-01,0,0,0,0,0,0,0,0,293900.0,-1.3397260273972602
 Payments ,closed,USA,1.0,2013-06-01,2012-06-25,2012-06-25,0,0,0,0,0,0,0,0,50000.0,-0.9342465753424658
 Language Learning ,operating,USA,2.0,2012-06-27,2012-01-01,2012-08-31,0,0,0,0,0,0,0,0,170000.0,-0.4876712328767123
 Crowdfunding ,operating,LBN,2.0,2012-08-31,2012-08-25,2013-12-19,0,0,0,0,0,0,0,0,376500.0,-0.01643835616438356
 Education ,operating,NLD,2.0,2013-04-04,2013-04-02,2013-06-06,0,0,0,0,0,0,0,0,85000.0,-0.005479452054794521
 News ,operating,GBR,3.0,2011-02-02,2011-02-01,2012-03-10,0,0,0,0,0,0,0,0,312004.0,-0.0027397260273972603
 Ticketing ,closed,GBR,1.0,2007-10-01,2007-07-14,2007-07-14,0,0,0,0,0,0,0,0,100000.0,-0.21643835616438356
 Presentations ,operating,USA,4.0,2009-04-01,2008-01-01,2014-11-19,0,1,1,0,0,0,0,0,71260000.0,-1.2493150684931507
 Search ,operating,GBR,4.0,2010-01-01,2009-02-27,2014-06-04,1,0,0,0,0,0,0,0,7270987.0,-0.8438356164383561
 SaaS ,operating,CHE,1.0,2006-05-15,2006-01-01,2006-01-01,0,0,0,0,0,0,0,0,50000.0,-0.36712328767123287
 Social Media ,operating,RUS,3.0,2008-07-31,2008-02-03,2011-05-23,1,1,0,0,0,0,0,0,4500000.0,-0.4904109589041096
 Enterprise Software ,operating,USA,2.0,2009-06-09,2008-07-01,2012-03-21,1,0,0,0,0,0,0,0,1700000.0,-0.9397260273972603
 Social Media ,operating,USA,1.0,2013-05-01,2013-04-01,2013-04-01,0,0,0,0,0,0,0,0,25000.0,-0.0821917808219178
 Web Tools ,operating,USA,1.0,2008-08-01,2008-01-01,2008-01-01,0,0,0,0,0,0,0,0,50000.0,-0.5835616438356165
 Lead Generation ,operating,GBR,1.0,2008-05-01,2008-04-28,2008-04-28,0,0,0,0,0,0,0,0,139411.0,-0.00821917808219178
 Personal Finance ,operating,USA,10.0,2006-02-01,2005-04-01,2014-05-04,1,1,1,1,1,0,0,0,189900000.0,-0.8383561643835616
 Finance ,closed,SGP,2.0,2006-04-05,2006-03-01,2007-02-01,0,0,0,0,0,0,0,0,370000.0,-0.0958904109589041
 Software ,operating,KOR,3.0,2013-03-05,2013-02-28,2013-10-21,0,0,0,0,0,0,0,0,46016.0,-0.0136986301369863
 Social Media ,closed,ESP,3.0,2010-10-14,2009-10-01,2010-07-07,0,0,0,0,0,0,0,0,1314175.0,-1.0356164383561643
 Internet of Things ,operating,CHE,3.0,2012-09-19,2012-07-01,2014-01-21,0,0,0,0,0,0,0,0,700000.0,-0.2191780821917808
 Travel ,operating,IDN,1.0,2011-08-13,2011-08-12,2011-08-12,0,0,0,0,0,0,0,0,1000000.0,-0.0027397260273972603
 Internet Technology ,operating,USA,3.0,2011-09-01,2010-05-07,2013-01-01,0,0,0,0,0,0,0,0,13485455.0,-1.3205479452054794
 Facebook Applications ,closed,GBR,1.0,2005-08-11,2005-01-01,2005-01-01,0,0,0,0,0,0,0,0,1200000.0,-0.6082191780821918
 Storage ,operating,USA,9.0,2009-09-01,2009-01-01,2014-08-11,1,1,1,1,1,1,0,0,474856468.0,-0.6657534246575343
 Marketplaces ,operating,USA,1.0,2013-05-01,2013-03-01,2013-03-01,0,0,0,0,0,0,0,0,80000.0,-0.16712328767123288
 Sales and Marketing ,operating,DEU,3.0,2012-10-31,2010-10-01,2011-05-01,0,0,0,0,0,0,0,0,260000.0,-2.084931506849315
 Finance ,closed,CHN,1.0,2007-08-01,2007-01-01,2007-01-01,0,0,0,0,0,0,0,0,200000.0,-0.5808219178082191
 Hardware + Software ,closed,POL,1.0,2009-11-01,2007-03-01,2007-03-01,0,0,0,0,0,0,0,0,500000.0,-2.673972602739726
 Music ,acquired,USA,1.0,2007-11-01,2006-05-01,2006-05-01,0,0,0,0,0,0,0,0,600000.0,-1.5041095890410958
 Advertising ,operating,GBR,1.0,2012-12-12,2012-10-01,2012-10-01,0,0,0,0,0,0,0,0,128770.0,-0.19726027397260273
 Content ,operating,ARE,2.0,2012-01-01,2011-06-01,2014-01-29,1,0,0,0,0,0,0,0,1500000.0,-0.5863013698630137
 Brand Marketing ,operating,USA,4.0,2011-03-01,2008-10-29,2014-02-28,1,0,0,0,0,0,0,0,8850000.0,-2.336986301369863
 Curated Web ,closed,CAN,1.0,2010-06-20,2009-12-12,2009-12-12,0,0,0,0,0,0,0,0,130000.0,-0.5205479452054794
 Communications Infrastructure ,operating,GBR,2.0,2011-09-09,2009-01-01,2012-05-31,0,0,0,0,0,0,0,0,1220000.0,-2.6876712328767125
 Hardware + Software ,operating,USA,3.0,2006-09-29,2006-09-01,2010-09-20,1,0,0,0,0,0,0,0,12300000.0,-0.07671232876712329
 E-Commerce ,operating,USA,7.0,2009-03-01,2006-07-06,2013-11-13,1,1,1,1,0,0,0,0,175325006.0,-2.654794520547945
 Mobile ,operating,USA,2.0,2014-03-18,2014-03-01,2014-09-05,0,0,0,0,0,0,0,0,1800000.0,-0.04657534246575343
 Location Based Services ,operating,USA,3.0,2012-01-01,2009-02-09,2013-10-02,1,1,0,0,0,0,0,0,14758235.0,-2.893150684931507
 Big Data ,operating,GBR,1.0,2009-05-07,2009-05-01,2009-05-01,0,0,0,0,0,0,0,0,597375.0,-0.01643835616438356
 Games ,operating,USA,1.0,2013-01-01,2012-11-01,2012-11-01,0,0,0,0,0,0,0,0,1000000.0,-0.16712328767123288
 Auto ,operating,GBR,1.0,2012-08-02,2012-02-07,2012-02-07,0,0,0,0,0,0,0,0,100000.0,-0.4849315068493151
 Software ,operating,UKR,1.0,2006-12-01,2006-01-01,2006-01-01,0,0,0,0,0,0,0,0,60000.0,-0.915068493150685
 Software ,operating,USA,1.0,2009-05-20,2009-03-06,2009-03-06,0,0,0,0,0,0,0,0,300000.0,-0.2054794520547945
 E-Commerce ,operating,USA,8.0,2013-02-03,2011-01-11,2014-11-11,1,0,0,0,0,0,0,0,66900000.0,-2.0657534246575344
 Data Centers ,operating,USA,1.0,2000-03-20,1990-01-17,1990-01-17,0,0,0,0,0,0,0,0,1000000.0,-10.178082191780822
 Career Management ,closed,MYS,2.0,2009-10-13,2009-03-06,2012-08-18,0,0,0,0,0,0,0,0,650000.0,-0.6054794520547945
 Tutoring ,operating,CAN,2.0,2011-04-01,2011-03-01,2012-11-10,0,0,0,0,0,0,0,0,400000.0,-0.08493150684931507
 Mobile ,operating,USA,2.0,2011-08-01,2011-07-22,2012-10-04,0,0,0,0,0,0,0,0,950000.0,-0.0273972602739726
 Sports ,operating,USA,5.0,2011-01-01,2005-03-01,2009-11-23,1,1,0,0,0,0,0,0,58800000.0,-5.841095890410959
 Predictive Analytics ,operating,USA,1.0,2013-09-01,2013-04-15,2013-04-15,0,0,0,0,0,0,0,0,20000.0,-0.38082191780821917
 Analytics ,operating,USA,2.0,2013-03-01,2013-02-13,2013-07-01,0,0,0,0,0,0,0,0,1850000.0,-0.043835616438356165
 Content Creators ,operating,USA,3.0,2011-08-18,2011-08-10,2014-06-26,0,0,0,0,0,0,0,0,6445000.0,-0.021917808219178082
 Software ,operating,RUS,12.0,2012-01-23,2011-04-01,2013-03-20,0,0,0,0,0,0,0,0,566000.0,-0.8136986301369863
 Real Estate ,operating,USA,4.0,2013-01-01,2012-10-01,2014-03-27,1,0,0,0,0,0,0,0,10050000.0,-0.25205479452054796
 Wine And Spirits ,operating,USA,1.0,2012-12-15,2012-11-15,2012-11-15,0,0,0,0,0,0,0,0,10000.0,-0.0821917808219178
 Recruiting ,operating,PER,1.0,2013-11-01,2013-10-01,2013-10-01,0,0,0,0,0,0,0,0,12500.0,-0.08493150684931507
 Loyalty Programs ,operating,NLD,1.0,2010-09-10,2007-02-01,2007-02-01,0,0,0,0,0,0,0,0,156240.0,-3.6082191780821917
 Human Resources ,operating,USA,2.0,2013-12-10,2013-02-22,2014-01-01,0,0,0,0,0,0,0,0,75000.0,-0.7972602739726027
 Consulting ,operating,HKG,1.0,2008-01-01,2006-03-01,2006-03-01,0,0,0,0,0,0,0,0,800000.0,-1.8383561643835618
 Mobile ,operating,IND,1.0,2012-11-29,2011-09-01,2011-09-01,0,0,0,0,0,0,0,0,500000.0,-1.2465753424657535
 Curated Web ,operating,USA,2.0,2011-01-01,2010-07-06,2011-12-01,0,0,0,0,0,0,0,0,753206.0,-0.4904109589041096
 Information Services ,operating,AUT,1.0,2009-08-26,2009-03-01,2009-03-01,0,0,0,0,0,0,0,0,50576.0,-0.4876712328767123
 Software ,operating,USA,1.0,2011-12-01,2010-07-10,2010-07-10,0,0,0,0,0,0,0,0,125000.0,-1.3945205479452054
 Curated Web ,acquired,USA,1.0,2010-08-01,2010-07-16,2010-07-16,0,0,0,0,0,0,0,0,500000.0,-0.043835616438356165
 Hardware ,operating,IND,1.0,2007-01-01,2006-01-01,2006-01-01,0,0,0,0,0,0,0,0,2500000.0,-1.0
 Staffing Firms ,operating,USA,1.0,2012-10-01,2011-12-12,2011-12-12,0,0,0,0,0,0,0,0,35000.0,-0.8054794520547945
 Curated Web ,operating,ITA,1.0,2012-05-01,2011-03-01,2011-03-01,0,0,0,0,0,0,0,0,373275.0,-1.16986301369863
 Chat ,operating,USA,2.0,2014-09-01,2013-01-16,2013-12-20,0,0,0,0,0,0,0,0,1000000.0,-1.6246575342465754
 Content Discovery ,operating,USA,5.0,2008-02-29,2008-01-01,2013-04-01,1,0,1,0,0,0,0,0,12789996.0,-0.16164383561643836
 Music ,operating,USA,3.0,2006-10-23,2006-08-17,2012-06-12,1,1,1,0,0,0,0,0,8600020.0,-0.18356164383561643
 Advertising ,operating,USA,3.0,2008-01-01,2007-01-21,2009-10-13,0,0,0,0,0,0,0,0,1825800.0,-0.9452054794520548
 Q&A ,operating,USA,1.0,2012-10-24,2012-08-01,2012-08-01,1,0,0,0,0,0,0,0,7000000.0,-0.23013698630136986
 Enterprise Software ,operating,USA,2.0,2013-03-17,2011-10-01,2013-01-01,0,0,0,0,0,0,0,0,4900000.0,-1.4602739726027398
 Social Commerce ,operating,USA,2.0,2012-07-01,2011-09-01,2013-02-05,0,0,0,0,0,0,0,0,1750000.0,-0.8328767123287671
 Home Automation ,operating,USA,2.0,2014-07-30,2012-11-01,2014-10-31,0,0,0,0,0,0,0,0,148000.0,-1.7424657534246575
 Mobile ,operating,GBR,2.0,2012-08-01,2012-03-01,2013-01-01,0,0,0,0,0,0,0,0,35000.0,-0.4191780821917808
